id,name,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,height,weight,abilities,sprite_png,sprite_svg
361,snorunt,ice,,50,50,50,50,50,50,7,168,"inner-focus,ice-body,moody",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/361.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/361.svg
362,glalie,ice,,80,80,80,80,80,80,15,2565,"inner-focus,ice-body,moody",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/362.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/362.svg
363,spheal,ice,water,70,40,50,55,50,25,8,395,"thick-fat,ice-body,oblivious",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/363.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/363.svg
364,sealeo,ice,water,90,60,70,75,70,45,11,876,"thick-fat,ice-body,oblivious",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/364.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/364.svg
365,walrein,ice,water,110,80,90,95,90,65,14,1506,"thick-fat,ice-body,oblivious",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/365.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/365.svg
366,clamperl,water,,35,64,85,74,55,32,4,525,"shell-armor,rattled",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/366.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/366.svg
367,huntail,water,,55,104,105,94,75,52,17,270,"swift-swim,water-veil",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/367.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/367.svg
368,gorebyss,water,,55,84,105,114,75,52,18,226,"swift-swim,hydration",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/368.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/368.svg
369,relicanth,water,rock,100,90,130,45,65,55,10,234,"swift-swim,rock-head,sturdy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/369.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/369.svg
370,luvdisc,water,,43,30,55,40,65,97,6,87,"swift-swim,hydration",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/370.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/370.svg
371,bagon,dragon,,45,75,60,40,30,50,6,421,"rock-head,sheer-force",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/371.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/371.svg
372,shelgon,dragon,,65,95,100,60,50,50,11,1105,"rock-head,overcoat",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/372.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/372.svg
373,salamence,dragon,flying,95,135,80,110,80,100,15,1026,"intimidate,moxie",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/373.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/373.svg
374,beldum,steel,psychic,40,55,80,35,60,30,6,952,"clear-body,light-metal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/374.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/374.svg
375,metang,steel,psychic,60,75,100,55,80,50,12,2025,"clear-body,light-metal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/375.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/375.svg
376,metagross,steel,psychic,80,135,130,95,90,70,16,5500,"clear-body,light-metal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/376.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/376.svg
377,regirock,rock,,80,100,200,50,100,50,17,2300,"clear-body,sturdy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/377.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/377.svg
378,regice,ice,,80,50,100,100,200,50,18,1750,"clear-body,ice-body",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/378.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/378.svg
379,registeel,steel,,80,75,150,75,150,50,19,2050,"clear-body,light-metal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/379.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/379.svg
380,latias,dragon,psychic,80,80,90,110,130,110,14,400,levitate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/380.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/380.svg
381,latios,dragon,psychic,80,90,80,130,110,110,20,600,levitate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/381.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/381.svg
382,kyogre,water,,100,100,90,150,140,90,45,3520,drizzle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/382.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/382.svg
383,groudon,ground,,100,150,140,100,90,90,35,9500,drought,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/383.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/383.svg
384,rayquaza,dragon,flying,105,150,90,150,90,95,70,2065,air-lock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/384.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/384.svg
385,jirachi,steel,psychic,100,100,100,100,100,100,3,11,serene-grace,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/385.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/385.svg
386,deoxys-normal,psychic,,50,150,50,150,50,150,17,608,pressure,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/386.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/386.svg
387,turtwig,grass,,55,68,64,45,55,31,4,102,"overgrow,shell-armor",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/387.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/387.svg
388,grotle,grass,,75,89,85,55,65,36,11,970,"overgrow,shell-armor",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/388.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/388.svg
389,torterra,grass,ground,95,109,105,75,85,56,22,3100,"overgrow,shell-armor",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/389.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/389.svg
390,chimchar,fire,,44,58,44,58,44,61,5,62,"blaze,iron-fist",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/390.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/390.svg
391,monferno,fire,fighting,64,78,52,78,52,81,9,220,"blaze,iron-fist",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/391.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/391.svg
392,infernape,fire,fighting,76,104,71,104,71,108,12,550,"blaze,iron-fist",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/392.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/392.svg
393,piplup,water,,53,51,53,61,56,40,4,52,"torrent,competitive",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/393.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/393.svg
394,prinplup,water,,64,66,68,81,76,50,8,230,"torrent,competitive",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/394.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/394.svg
395,empoleon,water,steel,84,86,88,111,101,60,17,845,"torrent,competitive",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/395.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/395.svg
396,starly,normal,flying,40,55,30,30,30,60,3,20,"keen-eye,reckless",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/396.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/396.svg
397,staravia,normal,flying,55,75,50,40,40,80,6,155,"intimidate,reckless",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/397.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/397.svg
398,staraptor,normal,flying,85,120,70,50,60,100,12,249,"intimidate,reckless",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/398.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/398.svg
399,bidoof,normal,,59,45,40,35,40,31,5,200,"simple,unaware,moody",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/399.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/399.svg
400,bibarel,normal,water,79,85,60,55,60,71,10,315,"simple,unaware,moody",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/400.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/400.svg
401,kricketot,bug,,37,25,41,25,41,25,3,22,"shed-skin,run-away",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/401.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/401.svg
402,kricketune,bug,,77,85,51,55,51,65,10,255,"swarm,technician",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/402.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/402.svg
403,shinx,electric,,45,65,34,40,34,45,5,95,"rivalry,intimidate,guts",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/403.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/403.svg
404,luxio,electric,,60,85,49,60,49,60,9,305,"rivalry,intimidate,guts",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/404.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/404.svg
405,luxray,electric,,80,120,79,95,79,70,14,420,"rivalry,intimidate,guts",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/405.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/405.svg
406,budew,grass,poison,40,30,35,50,70,55,2,12,"natural-cure,poison-point,leaf-guard",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/406.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/406.svg
407,roserade,grass,poison,60,70,65,125,105,90,9,145,"natural-cure,poison-point,technician",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/407.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/407.svg
408,cranidos,rock,,67,125,40,30,30,58,9,315,"mold-breaker,sheer-force",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/408.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/408.svg
409,rampardos,rock,,97,165,60,65,50,58,16,1025,"mold-breaker,sheer-force",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/409.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/409.svg
410,shieldon,rock,steel,30,42,118,42,88,30,5,570,"sturdy,soundproof",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/410.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/410.svg
411,bastiodon,rock,steel,60,52,168,47,138,30,13,1495,"sturdy,soundproof",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/411.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/411.svg
412,burmy,bug,,40,29,45,29,45,36,2,34,"shed-skin,overcoat",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/412.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/412.svg
413,wormadam-plant,bug,grass,60,59,85,79,105,36,5,65,"anticipation,overcoat",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/413.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/413.svg
414,mothim,bug,flying,70,94,50,94,50,66,9,233,"swarm,tinted-lens",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/414.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/414.svg
415,combee,bug,flying,30,30,42,30,42,70,3,55,"honey-gather,hustle",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/415.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/415.svg
416,vespiquen,bug,flying,70,80,102,80,102,40,12,385,"pressure,unnerve",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/416.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/416.svg
417,pachirisu,electric,,60,45,70,45,90,95,4,39,"run-away,pickup,volt-absorb",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/417.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/417.svg
418,buizel,water,,55,65,35,60,30,85,7,295,"swift-swim,water-veil",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/418.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/418.svg
419,floatzel,water,,85,105,55,85,50,115,11,335,"swift-swim,water-veil",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/419.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/419.svg
420,cherubi,grass,,45,35,45,62,53,35,4,33,chlorophyll,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/420.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/420.svg
421,cherrim,grass,,70,60,70,87,78,85,5,93,flower-gift,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/421.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/421.svg
422,shellos,water,,76,48,48,57,62,34,3,63,"sticky-hold,storm-drain,sand-force",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/422.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/422.svg
423,gastrodon,water,ground,111,83,68,92,82,39,9,299,"sticky-hold,storm-drain,sand-force",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/423.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/423.svg
424,ambipom,normal,,75,100,66,60,66,115,12,203,"technician,pickup,skill-link",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/424.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/424.svg
425,drifloon,ghost,flying,90,50,34,60,44,70,4,12,"aftermath,unburden,flare-boost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/425.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/425.svg
426,drifblim,ghost,flying,150,80,44,90,54,80,12,150,"aftermath,unburden,flare-boost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/426.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/426.svg
427,buneary,normal,,55,66,44,44,56,85,4,55,"run-away,klutz,limber",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/427.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/427.svg
428,lopunny,normal,,65,76,84,54,96,105,12,333,"cute-charm,klutz,limber",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/428.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/428.svg
429,mismagius,ghost,,60,60,60,105,105,105,9,44,levitate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/429.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/429.svg
430,honchkrow,dark,flying,100,125,52,105,52,71,9,273,"insomnia,super-luck,moxie",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/430.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/430.svg
431,glameow,normal,,49,55,42,42,37,85,5,39,"limber,own-tempo,keen-eye",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/431.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/431.svg
432,purugly,normal,,71,82,64,64,59,112,10,438,"thick-fat,own-tempo,defiant",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/432.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/432.svg
