id,name,name_norm,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,base_total,height,weight,abilities,sprite_png,sprite_svg,generation,legendary,weak_to,resist_to,immune_to
352,kecleon,kecleon,normal,nan,60,90,70,60,120,40,440,10,220,"color-change,protean",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/352.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/352.svg,,,fighting,,ghost
353,shuppet,shuppet,ghost,nan,44,75,35,63,33,45,295,6,23,"insomnia,frisk,cursed-body",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/353.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/353.svg,,,"dark, ghost","bug, poison","fighting, normal"
354,banette,banette,ghost,nan,64,115,65,83,63,65,455,11,125,"insomnia,frisk,cursed-body",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/354.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/354.svg,,,"dark, ghost","bug, poison","fighting, normal"
355,duskull,duskull,ghost,nan,20,40,90,30,90,25,295,8,150,"levitate,frisk",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/355.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/355.svg,,,"dark, ghost","bug, poison","fighting, normal"
356,dusclops,dusclops,ghost,nan,40,70,130,60,130,25,455,16,306,"pressure,frisk",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/356.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/356.svg,,,"dark, ghost","bug, poison","fighting, normal"
357,tropius,tropius,grass,flying,99,68,83,72,87,51,460,20,1000,"chlorophyll,solar-power,harvest",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/357.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/357.svg,,,"fire, flying, ice, poison, rock","fighting, grass, water",ground
358,chimecho,chimecho,psychic,nan,75,50,80,95,90,65,455,6,10,levitate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/358.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/358.svg,,,"bug, dark, ghost","fighting, psychic",
359,absol,absol,dark,nan,65,130,60,75,60,75,465,12,470,"pressure,super-luck,justified",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/359.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/359.svg,,,"bug, fairy, fighting","dark, ghost",psychic
360,wynaut,wynaut,psychic,nan,95,23,48,23,48,23,260,6,140,"shadow-tag,telepathy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/360.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/360.svg,,,"bug, dark, ghost","fighting, psychic",
361,snorunt,snorunt,ice,nan,50,50,50,50,50,50,300,7,168,"inner-focus,ice-body,moody",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/361.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/361.svg,,,"fighting, fire, rock, steel",ice,
362,glalie,glalie,ice,nan,80,80,80,80,80,80,480,15,2565,"inner-focus,ice-body,moody",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/362.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/362.svg,,,"fighting, fire, rock, steel",ice,
363,spheal,spheal,ice,water,70,40,50,55,50,25,290,8,395,"thick-fat,ice-body,oblivious",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/363.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/363.svg,,,"electric, fighting, grass, rock","ice, water",
364,sealeo,sealeo,ice,water,90,60,70,75,70,45,410,11,876,"thick-fat,ice-body,oblivious",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/364.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/364.svg,,,"electric, fighting, grass, rock","ice, water",
365,walrein,walrein,ice,water,110,80,90,95,90,65,530,14,1506,"thick-fat,ice-body,oblivious",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/365.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/365.svg,,,"electric, fighting, grass, rock","ice, water",
366,clamperl,clamperl,water,nan,35,64,85,74,55,32,345,4,525,"shell-armor,rattled",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/366.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/366.svg,,,"electric, grass","fire, ice, steel, water",
367,huntail,huntail,water,nan,55,104,105,94,75,52,485,17,270,"swift-swim,water-veil",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/367.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/367.svg,,,"electric, grass","fire, ice, steel, water",
368,gorebyss,gorebyss,water,nan,55,84,105,114,75,52,485,18,226,"swift-swim,hydration",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/368.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/368.svg,,,"electric, grass","fire, ice, steel, water",
369,relicanth,relicanth,water,rock,100,90,130,45,65,55,485,10,234,"swift-swim,rock-head,sturdy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/369.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/369.svg,,,"electric, fighting, grass, ground","fire, flying, ice, normal, poison",
370,luvdisc,luvdisc,water,nan,43,30,55,40,65,97,330,6,87,"swift-swim,hydration",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/370.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/370.svg,,,"electric, grass","fire, ice, steel, water",
371,bagon,bagon,dragon,nan,45,75,60,40,30,50,300,6,421,"rock-head,sheer-force",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/371.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/371.svg,,,"dragon, fairy, ice","electric, fire, grass, water",
372,shelgon,shelgon,dragon,nan,65,95,100,60,50,50,420,11,1105,"rock-head,overcoat",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/372.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/372.svg,,,"dragon, fairy, ice","electric, fire, grass, water",
373,salamence,salamence,dragon,flying,95,135,80,110,80,100,600,15,1026,"intimidate,moxie",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/373.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/373.svg,,,"dragon, fairy, ice, rock","bug, fighting, fire, grass, water",ground
374,beldum,beldum,steel,psychic,40,55,80,35,60,30,300,6,952,"clear-body,light-metal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/374.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/374.svg,,,"dark, fire, ghost, ground","dragon, fairy, flying, grass, ice, normal, psychic, rock, steel",poison
375,metang,metang,steel,psychic,60,75,100,55,80,50,420,12,2025,"clear-body,light-metal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/375.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/375.svg,,,"dark, fire, ghost, ground","dragon, fairy, flying, grass, ice, normal, psychic, rock, steel",poison
376,metagross,metagross,steel,psychic,80,135,130,95,90,70,600,16,5500,"clear-body,light-metal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/376.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/376.svg,,,"dark, fire, ghost, ground","dragon, fairy, flying, grass, ice, normal, psychic, rock, steel",poison
377,regirock,regirock,rock,nan,80,100,200,50,100,50,580,17,2300,"clear-body,sturdy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/377.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/377.svg,,,"fighting, grass, ground, steel, water","fire, flying, normal, poison",
378,regice,regice,ice,nan,80,50,100,100,200,50,580,18,1750,"clear-body,ice-body",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/378.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/378.svg,,,"fighting, fire, rock, steel",ice,
379,registeel,registeel,steel,nan,80,75,150,75,150,50,580,19,2050,"clear-body,light-metal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/379.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/379.svg,,,"fighting, fire, ground","bug, dragon, fairy, flying, grass, ice, normal, psychic, rock, steel",poison
380,latias,latias,dragon,psychic,80,80,90,110,130,110,600,14,400,levitate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/380.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/380.svg,,,"bug, dark, dragon, fairy, ghost, ice","electric, fighting, fire, grass, psychic, water",
381,latios,latios,dragon,psychic,80,90,80,130,110,110,600,20,600,levitate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/381.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/381.svg,,,"bug, dark, dragon, fairy, ghost, ice","electric, fighting, fire, grass, psychic, water",
382,kyogre,kyogre,water,nan,100,100,90,150,140,90,670,45,3520,drizzle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/382.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/382.svg,,,"electric, grass","fire, ice, steel, water",
383,groudon,groudon,ground,nan,100,150,140,100,90,90,670,35,9500,drought,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/383.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/383.svg,,,"grass, ice, water","poison, rock",electric
384,rayquaza,rayquaza,dragon,flying,105,150,90,150,90,95,680,70,2065,air-lock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/384.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/384.svg,,,"dragon, fairy, ice, rock","bug, fighting, fire, grass, water",ground
385,jirachi,jirachi,steel,psychic,100,100,100,100,100,100,600,3,11,serene-grace,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/385.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/385.svg,,,"dark, fire, ghost, ground","dragon, fairy, flying, grass, ice, normal, psychic, rock, steel",poison
386,deoxys-normal,deoxys normal,psychic,nan,50,150,50,150,50,150,600,17,608,pressure,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/386.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/386.svg,,,"bug, dark, ghost","fighting, psychic",
387,turtwig,turtwig,grass,nan,55,68,64,45,55,31,318,4,102,"overgrow,shell-armor",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/387.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/387.svg,,,"bug, fire, flying, ice, poison","electric, grass, ground, water",
388,grotle,grotle,grass,nan,75,89,85,55,65,36,405,11,970,"overgrow,shell-armor",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/388.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/388.svg,,,"bug, fire, flying, ice, poison","electric, grass, ground, water",
389,torterra,torterra,grass,ground,95,109,105,75,85,56,525,22,3100,"overgrow,shell-armor",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/389.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/389.svg,,,"bug, fire, flying, ice","ground, rock",electric
390,chimchar,chimchar,fire,nan,44,58,44,58,44,61,309,5,62,"blaze,iron-fist",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/390.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/390.svg,,,"ground, rock, water","bug, fairy, fire, grass, ice, steel",
391,monferno,monferno,fire,fighting,64,78,52,78,52,81,405,9,220,"blaze,iron-fist",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/391.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/391.svg,,,"flying, ground, psychic, water","bug, dark, fire, grass, ice, steel",
392,infernape,infernape,fire,fighting,76,104,71,104,71,108,534,12,550,"blaze,iron-fist",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/392.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/392.svg,,,"flying, ground, psychic, water","bug, dark, fire, grass, ice, steel",
393,piplup,piplup,water,nan,53,51,53,61,56,40,314,4,52,"torrent,competitive",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/393.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/393.svg,,,"electric, grass","fire, ice, steel, water",
394,prinplup,prinplup,water,nan,64,66,68,81,76,50,405,8,230,"torrent,competitive",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/394.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/394.svg,,,"electric, grass","fire, ice, steel, water",
395,empoleon,empoleon,water,steel,84,86,88,111,101,60,530,17,845,"torrent,competitive",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/395.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/395.svg,,,"electric, fighting, ground","bug, dragon, fairy, flying, ice, normal, psychic, rock, steel, water",poison
396,starly,starly,normal,flying,40,55,30,30,30,60,245,3,20,"keen-eye,reckless",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/396.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/396.svg,,,"electric, ice, rock","bug, grass","ghost, ground"
397,staravia,staravia,normal,flying,55,75,50,40,40,80,340,6,155,"intimidate,reckless",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/397.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/397.svg,,,"electric, ice, rock","bug, grass","ghost, ground"
398,staraptor,staraptor,normal,flying,85,120,70,50,60,100,485,12,249,"intimidate,reckless",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/398.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/398.svg,,,"electric, ice, rock","bug, grass","ghost, ground"
399,bidoof,bidoof,normal,nan,59,45,40,35,40,31,250,5,200,"simple,unaware,moody",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/399.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/399.svg,,,fighting,,ghost
400,bibarel,bibarel,normal,water,79,85,60,55,60,71,410,10,315,"simple,unaware,moody",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/400.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/400.svg,,,"electric, fighting, grass","fire, ice, steel, water",ghost
401,kricketot,kricketot,bug,nan,37,25,41,25,41,25,194,3,22,"shed-skin,run-away",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/401.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/401.svg,,,"fire, flying, rock","fighting, grass, ground",
402,kricketune,kricketune,bug,nan,77,85,51,55,51,65,384,10,255,"swarm,technician",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/402.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/402.svg,,,"fire, flying, rock","fighting, grass, ground",
403,shinx,shinx,electric,nan,45,65,34,40,34,45,263,5,95,"rivalry,intimidate,guts",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/403.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/403.svg,,,ground,"electric, flying, steel",
404,luxio,luxio,electric,nan,60,85,49,60,49,60,363,9,305,"rivalry,intimidate,guts",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/404.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/404.svg,,,ground,"electric, flying, steel",
405,luxray,luxray,electric,nan,80,120,79,95,79,70,523,14,420,"rivalry,intimidate,guts",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/405.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/405.svg,,,ground,"electric, flying, steel",
406,budew,budew,grass,poison,40,30,35,50,70,55,280,2,12,"natural-cure,poison-point,leaf-guard",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/406.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/406.svg,,,"fire, flying, ice, psychic","electric, fairy, fighting, grass, water",
